4.952984675834922190e-01,-3.283059782677670291e-01,2.693008628946674810e-01
2.560853508331834005e-01,-1.951943453964371800e-01,-3.955196513090952215e-01
-3.647346900094270428e-01,8.773176384711468823e-02,4.131020736872700883e-01
4.496491236630861810e-01,-6.328648045919979537e-02,3.314490053991512308e-01
2.254143851984153346e-01,-8.326330354781625864e-01,-1.580588775271544316e-02
-1.058013965621826813e+00,-5.171116869540111072e-01,2.804707091973216992e-01
3.257254020943515238e-01,-2.046072362051840760e-02,-3.139343756353775716e-01
1.003955888232629656e-01,-8.294793778016712471e-02,8.602716169461088747e-02
-3.964133324677718284e-01,2.294973398266780817e-01,-9.867837876910271477e-01
-2.180881842118767011e-01,-9.908486571356289740e-02,2.716473822353534517e-01
3.256811799733455581e-01,-2.738793447989741336e-01,7.350810417781887367e-03
-3.515101527183854269e-01,-6.970741049431896652e-01,-3.809365767889224402e-02
2.823758430762055571e-01,4.254241719165104407e-01,5.270061821187470574e-01
-2.473751431477856644e-01,-2.764571792442893639e-01,8.840190679865932433e-01
-3.595596857377538758e-01,-1.435868585318988422e-01,4.675571474350569967e-01
-2.083296794085202908e-01,-4.747147605926586578e-01,-1.097676986401001920e-01
1.268190873077318925e-01,3.070825072641878983e-01,7.158458747135690303e-02
1.402846847551882103e-01,1.128379961390394148e-01,7.819282656992533609e-02
-1.966927745939347771e-01,1.468158953651609033e-01,-3.254227252565711770e-01
2.699387496813717147e-01,3.865200140493737502e-01,4.347207128920022590e-01
