-3.770406880427766838e-01,1.469582365407968716e-01,4.853757293555923114e-01
1.278552991862999255e-01,5.725508481252715720e-01,-7.591985038283959042e-02
-1.254629230796124040e-01,7.020251670981876579e-02,1.424663030286141552e-01
-3.675187106096128309e-01,-3.371050506254820167e-01,8.669291817619215745e-01
-5.025679104316336243e-01,8.238389889771971508e-02,-4.165632506957202552e-01
-5.784908121562921668e-01,-4.461659885281357707e-01,-3.304210577599633880e-01
-2.746432525339163599e-01,-1.349742499818733510e-01,2.251519339752230259e-02
-1.254405508680652148e-01,7.018423335335853552e-02,1.425172096770211949e-01
-3.257186604405725716e-01,6.269073733091917906e-03,-5.363626907138648731e-02
2.165041473351610735e-01,1.405321250164711100e-01,4.166924905121460743e-01
-6.556765308258339919e-01,-1.255587210179148205e-01,1.461951113062178065e+00
-1.257594490384898733e-01,-2.236192455923808609e-01,6.203109097919395909e-02
-2.579998743540113937e-01,-2.331264375604572003e-01,-5.186948214829798509e-01
-2.437543661503170089e-01,4.871158185124667694e-01,-1.995880400283220057e-01
-5.380673755548390225e-03,2.368194419062328582e-01,-9.090337320160495338e-01
1.057483091563124894e-01,-4.683021340227126461e-01,1.024767549860455124e-01
5.238556258901467810e-01,-5.941068074496710372e-01,-2.761176984186786143e-01
-8.171118435246976786e-01,7.408484376306840868e-01,4.788443959284571227e-01
-2.154562396866319396e-01,-2.059835653162146174e-01,-4.056271110167187222e-01
-5.357851873934003917e-02,2.272110719264834877e-01,2.310848315871616085e-02
